User|Tweet
hellsaddict|he didn’t hit an artery. hopefully next time :)
hellsaddict|"logical me: i should probably eat something bc i don’t feel good

ED: water :)

logical me: but that’s all i’ve had… https://t.co/ZHDgT6rFdu"
hellsaddict|i hate getting blood work, but i was gonna c** before i left &amp; i didn’t, so at least i get to feel pain :) :) :)
hellsaddict|so i’m getting a breath test &amp; i have to drink this sugary liquid. but HERE I AM concerning myself with how many ca… https://t.co/8yWjtM2H0I
hellsaddict|i just wanna kick everything in this lab over &amp; rage bc i’m thaT angry at myself
hellsaddict|i don’t like disappointing people &amp; that’s all I’ve been doing
hellsaddict|@dollyskinny it’s so hard bc sometimes i don’t even know where it comes from. I just wake up sometimes &amp; i’m mad. B… https://t.co/mDjyWPC8h2
hellsaddict|@dollyskinny Thank you. Hopefully one day I won’t feel this way bc it’s so sad. It makes me feel so far from realit… https://t.co/S4Elu3Oazc
hellsaddict|@thinningmisery Thank you!! There’s just so much going on in my head &amp; everything is setting me off. I’ve never bee… https://t.co/xkBQlTAt9c
hellsaddict|maybe when i get my blood work, they’ll hit an artery by accident &amp; i’ll bleed out on the floor
hellsaddict|"i just kicked my closet door in anger &amp; i’ve never felt more out of control in my entire life
i’ve never hit anythi… https://t.co/q6hRu10Vlk"
hellsaddict|i feel sick rn so pray i don’t pass out getting blood work done 😅🙃
hellsaddict|"my sister was like “you were in a bad mood this morning &amp; ofc you are today too”
i just want everyone irl to leave me the fuck alone"
hellsaddict|@AnaNoworLater thank you 🧡
hellsaddict|"I’VE NEVER HAD A LATE CREDIT CARD PAYMWNT UNTIL TODAY &amp; I WANNA CRY
I WAS DOING SO WELL &amp; MY CREDIT IS SO GOOD FUVK I WANNA SHOOT MUSELF"
hellsaddict|my ED is controlling me more &amp; more each day &amp; it’s starting to scare me
hellsaddict|How tall are you — 5’4” https://t.co/H18SSHGZcQ
hellsaddict|i don’t have anything else to lose
hellsaddict|"my sister is SOOO against ME smoking weed, but she said weed isn’t that bad, as long as they don’t drive after smoking

BUT I CANT SMOKE???"
hellsaddict|i could use a big bowl of serotonin  right about now
hellsaddict|@lesscals thank you. i’m safe rn. hopefully it stays that way
hellsaddict|I got a new prescription tonight &amp; I’m so tempted
hellsaddict|I haven’t felt this unsafe (mentally) in a while &amp; I don’t trust myself w the pills in my house
hellsaddict|"FOR ONCE my mom was like “I’ll help you”
BUT I DONT WANT HELP. I WANNA BE ABLE TO NOT BE A FUCKING BURDEN &amp; BE ABLE… https://t.co/uIWZ6oFuQO"
hellsaddict|"LMAO
SO MY CREDIT CARD PAYMENT WAS POSTED EARLY SO MY BANK ACCOUNT IS IN THE NEGATIVE
SO ITS GONNA COME BACK I’M GO… https://t.co/amxniGzHmm"
hellsaddict|@daughterofbones thank you. hopefully I’ll be strong enough one day
hellsaddict|sometimes I feel like people know about my ED when they look at me, but then at the same time I feel like I’m way t… https://t.co/yYN3ptfzhI
hellsaddict|@respirent I think so!!! Sometimes I get nausea from my hunger, but when I get nauseous in the morning, it’s HORRIB… https://t.co/nxf0V5VP68
hellsaddict|@AnaNoworLater Thank you!! Hopefully 💗
hellsaddict|he told me that if it gets”bad enough” i might have to go IP. but it’s the last thing i wanna do. i’d rather not fu… https://t.co/9QxoxLBQMM
hellsaddict|i’m not with a nutritionist bc my insurance doesn’t cover it (i understand that eating won’t fix me, but it’s hard… https://t.co/5ex0HTO5jd
hellsaddict|so next week in therapy, we’re gonna start discussing my “potential ED” &amp; there’s a 10/10 chance i’m not going to r… https://t.co/lni8VzaMpR
hellsaddict|it makes me feel like i’m not sick enough to have an ED. i’m too huge anyway
hellsaddict|@oceanthin i need tina
hellsaddict|@AnaNoworLater Thank you!! I’m really nervous bc they’re drawing a pretty decent amount of blood &amp; I can’t eat before the test 😅
hellsaddict|i wish i could fast for longer, but if my stomach is empty for too long, i start uncontrollably throwing up (it nor… https://t.co/cfuF1tEjYY
hellsaddict|@AnaNoworLater i ended up sleeping in so I have to go tomorrow 😩
hellsaddict|lmao numerous drugs &amp; alcohol is what they’re gonna get
hellsaddict|"i have to wake up early tomorrow to get my blood drawn bc my treatment team is “concerned for me”
well they’re gonn… https://t.co/a81jd1esde"
hellsaddict|i hate to spoil the ending - but you’ll be okay one day
hellsaddict|it’d be nice to be happy for more than a minute
hellsaddict|i’m super suicidal oh no
hellsaddict|@nobodycankn0w Omg that’s so terrifying. I took it once &amp; I didn’t fall asleep right away so I started seeing shadows 😖
hellsaddict|@SlowRevival I have melatonin!! But sometimes it doesn’t work 🙃😅
hellsaddict|are you reading my mind https://t.co/LGp665mfx4
hellsaddict|"have any of you had crazy side effects from ambien?!
i would take it more often, but I’ve heard so many horror stor… https://t.co/MirXHioeYp"
hellsaddict|"i wish i had my anxiety pills rn
i also wish they would give me xanax, but 10/10 will not happen bc of my substance abuse history 😅😅"
hellsaddict|@thinningmisery there’s too many hours in the day when you’re sober 😂😂😂
hellsaddict|@thinningmisery EXACTLY! If I wasn’t at home all the time w/ nothing to do, I probably wouldn’t wanna get high as m… https://t.co/r12yYFy00E
hellsaddict|my existence is pointless. all i do is hurt people
hellsaddict|@thinningmisery i’m gonna run out of money soon, so i’m in the same boat 😩😩 i hope you stay safe 🧡
hellsaddict|"i need to be less than 98lbs
i need to be less than 98lbs"
hellsaddict|i try to not talk about my weight, but i’m so upset about it. i just wanna cry
hellsaddict|I wanna cry :-)
hellsaddict|i weigh 95lbs at home, but at the doctors i weigh 98 &amp; i feel even worse abt myself. i’m just gonna blame the sweat… https://t.co/wffe1jDWph
hellsaddict|"the last place i wanna be rn is at my med doc &amp; therapy
i don’t wanna talk about myself anymore fuckkk"
hellsaddict|@fvck_fat_ i just wanna make sure bc i don’t want you to go anywhere 😩 i’m always here if you need to talk 🧡
hellsaddict|@fvck_fat_ 🐸☕️
hellsaddict|@fvck_fat_ are you safe??
hellsaddict|@fvck_fat_ you gotta be at my wedding remember 😂😅
hellsaddict|@fvck_fat_ ilysm. please stay 🧡
hellsaddict|@lmlosingmyself before it used to make me really pissed off tbh. but now i try not think of it as a compliment
hellsaddict|@lmlosingmyself i hope one day you won’t have to 🧡
hellsaddict|@lmlosingmyself my dad ALWAYS says that!! he’s like “you gotta get some meat on those bones” 🙃
hellsaddict|someone just commented on my biggest insecurity &amp; i feel even worse about myself now thxxx
hellsaddict|@SlowRevival hahahaha. girl i can relate sooo much. i wouldn’t consider myself in recovery (hopefully one day), but… https://t.co/zGMqQr53ZB
hellsaddict|@crvckwhvre i love you too!! you’re such an angel &amp; i’m so grateful to know you 🧡🧡
hellsaddict|just a daily reminder that you all are so important to me &amp; ilysm
hellsaddict|@crvckwhvre i hope it wasn’t too cliche 😭 i love you to the moon &amp; back 🧡
hellsaddict|@SlowRevival i stg i’m losing weight everywhere i don’t want to (i wanna lose, but when i do i’m mad bc it’s always… https://t.co/2VxjpmmzVP
hellsaddict|@SlowRevival i’m honestly so mad bc my favorite bra doesn’t fit anymore &amp; idk what’s going on 😭
hellsaddict|"why do i hate therapy so much
can someone explain"
hellsaddict|i’m gonna be hella busy all day &amp; i’m so happy i’m doing everything alone bc i won’t be forced to eat 😅😅
hellsaddict|like my tiTTIES WEREN’T ALREADY SMALL
hellsaddict|@ohchaoticmind thank you. i appreciate you. you’re so beautiful too love 🧡
hellsaddict|@voicelessouI &amp; thank you sm. i love you 🧡🧡
hellsaddict|@voicelessouI you aren’t being a creep!! i hope one day i can love myself again
hellsaddict|@crvckwhvre I absolutely adoreeee you. I know you struggle a lot, but I’m so excited for when you get the treatment… https://t.co/KVXTXgX361
hellsaddict|the only place i’m losing weight is on my BOOBS WHY
hellsaddict|@marnlambert Hahahaha no it’s not. It’s like a towel holder 😂😂
hellsaddict|negative rose panic attack https://t.co/S1IGZdoign
hellsaddict|I hear someone in the parking lot &amp; they aren’t saying anything about it smelling. They’re excited to someone lmao
hellsaddict|i am high as SHIT &amp; I know that i won’t be able to explain my possibly bloodshot eyes lmao :-) :1) :-)
hellsaddict|i sprayed some febreeze where i smoked &amp; near the door
hellsaddict|"omg someone fucking help. she’s walked by my room &amp; hasn’t said anything
my window is still open
it’s been like 30 mins i think"
hellsaddict|my mom is awake too &amp; i honestly wanna die lmao
hellsaddict|i never get paranoid, but my sister has smelt weed coming from my room so i’ve been trying to blow it out the windo… https://t.co/W7OLr08Ufa
hellsaddict|"*pray they can’t smell it from my house*
*pray they can’t smell it from my house*"
hellsaddict|i popped some ambien &amp; i just smoked a bowl. holy fuck im high 🤪
hellsaddict|i hope one day mental illness isn’t as stigmatized &amp; everyone feels comfortable getting the help they need, w/out being afraid to ask for it
hellsaddict|you’re honestly such an angel &amp; it breaks me heart knowing that you suffer so much. i feel like you’d be really fun… https://t.co/3NyHek3Prv
hellsaddict|"would you be triggered if i started posting my bodychecks?

{please answer this poll bc i don’t wanna possibly trigger you}"
hellsaddict|i feel really bad posting my bodychecks on here bc i always feel like i’m gonna trigger someone. i have a small fra… https://t.co/nMyOSSSRKw
hellsaddict|i’m so bloated from the sodium pls punch me in the face
hellsaddict|i just ate dinner &amp; i feel vile, so here’s a bodyslip of my ugliness :-) https://t.co/GZGlBfYXY9
hellsaddict|@xiamherexx thank you. i try to remind myself that the people who say those things are probably going through their… https://t.co/OS0WiaBJCp
hellsaddict|@xMyaMayhem thank you. ilysm
hellsaddict|"my mom asked me how much I weigh &amp; i told her that i try not to weigh myself
then she asked how i felt about myself… https://t.co/DbuavLFkwI"
hellsaddict|i don’t even know why my mom asks me what we should have for dinner bc i’d rather have nothing
hellsaddict|@oceanthin thank you. i just feel so low today &amp; idk what’s going on :(
hellsaddict|maybe all the people who picked on me in hs are right &amp; i am an idiot who can’t do anything right
hellsaddict|maybe my ex is right &amp; i am a worthless piece of shit
hellsaddict|maybe everyone is right &amp; i am worthless
hellsaddict|i just can’t do any of this shit anymore
hellsaddict|i still have all my notes so maybe tonight is the night
hellsaddict|i’m coming for everyone’s throats today &amp; i’m just not doing well at all
hellsaddict|@thinvigorating have you tried a different deodorant? maybe that’s what’s making them dry? 😅
hellsaddict|i woke up in a horrible mood &amp; i’m so fucking aggravated. i can’t even act normal rn
hellsaddict|"update: still feel dead
okay bye"
hellsaddict|i feel d e a d
hellsaddict|my eyes aren’t red from tears anymore
hellsaddict|*  should
hellsaddict|maybe i can just keep drinjing &amp;smoking
hellsaddict|"i’ll wake up in 8 hours to do this shitt all over agaim
just numb
until i canMt feel anything"
hellsaddict|"i was born to be an addict
i was born to die feom this
i don’t think i was born for a reasonb"
hellsaddict|"i’m turing 20 soon &amp; i’m still getting high &amp; drunkalone  in my room
 i don’t think i’m doing this for fubn anymore"
hellsaddict|i wanna feel like i can fucjing breathe again
hellsaddict|"this isn’t who i wana be anymore
i wanna b free again"
hellsaddict|"this is what life is becoming
mayb i can’t save myself anymorw"
hellsaddict|i’m so drunk&amp; high
hellsaddict|i am so fadedrn my eyes look like tomatoes lol
hellsaddict|"fun fact: i’ve never dyed my hair. i got highlights when i was like 12
i really wanna dye it, but idk which color!! 

I NEED ADVICE"
hellsaddict|sometimes when it’s curly, it gets hella frizzy (which it was earlier)
hellsaddict|i’m going to get ice cream soon &amp; i’m so scared i might die hahaha
hellsaddict|i think i’m actually gonna take a shower today 😅😅
hellsaddict|@MySuicideSecret I’m here for you love
hellsaddict|@HerSkinnyDiary i’m here if you need anything love. we all care about you so so much. you are so worthy of life &amp; i… https://t.co/jHfDclhaan
hellsaddict|@SlowRevival I KNOW!! I was so shocked bc she isn’t shedding!? So I’m thinking she’s hypoallergenic 🤷🏻‍♀️😂
hellsaddict|my family is going to church which means i’m gonna be home getting faded 🤪🤪
hellsaddict|@oceanthin Thank you!! It’s hard sometimes bc sometimes my mind thinks I’m in danger, when I’m not. Would he have a… https://t.co/IMMhwE4pjq
hellsaddict|@oceanthin I just expect everyone to hurt me like him, &amp; I wish I didn’t think that way 😅😅
hellsaddict|"@oceanthin Sorry to rant lmaoo
We were kinda in the middle of nowhere &amp; that triggers my ptsd in general. I ALWAYS… https://t.co/lvQj1IQSPV"
hellsaddict|@oceanthin We were high asf &amp; in a field of rocks hahaha (it fills with water when it rains lmao). My PTSD really f… https://t.co/MrNZfkoEMp
hellsaddict|@thinningmisery You’re so beautiful 💗😭 please be safe xx
hellsaddict|@Just_me_myself3 @I_AmStruggling I’M SO PROUD
hellsaddict|@oceanthin I’m sorry that it makes you uncomfortable :( I’m literally the same way!! This isn’t the same situation,… https://t.co/aPOQYYT6Ym
hellsaddict|"THE REMIXES ARE WAY BETTER THAN THE  US TOO??
WHY DIDN'T I LOOK THIS UP SOONER"
hellsaddict|@autmnfstvl i love youuu
hellsaddict|"okay radio in the UK is so different than the US &amp; I LOVE IT
THE ACCENTS &amp; THE DIFFERENT ARTISTS WOW"
hellsaddict|ya ever feel like your depression radiates throughout your whole body??
hellsaddict|i ate so much i feel disgusting
hellsaddict|i'm so fat lmao
hellsaddict|@I_AmStruggling DAMNNN
hellsaddict|do you guys any have tips to wake up from nightmares you’re stuck in?? last night scared the hell out of me
hellsaddict|i really wish someone would sleep next to me bc i’ve been having horrible nightmares &amp; i wish someone could wake me up
hellsaddict|i’m a disappointment
hellsaddict|update; i still used hahahaha
hellsaddict|@fvck_fat_ post them 🧡😭
hellsaddict|"i actually feel good being sober today???
who am i"
hellsaddict|@autmnfstvl I care about you sm angel
hellsaddict|@voicelessouI I love you sm
hellsaddict|@voicelessouI I’M TAKING DEEP BREATHS OMFG YOU SLAYED MY SOUL
hellsaddict|I JUST WANNA FEEL LIKE SOMEBODY CARES
hellsaddict|if my mom comes in my room one more time to tell me to eat breakfast, i’m gonna escape out the window into hiding forever
hellsaddict|oMFG I CANT BREATHW I LOVE YOU https://t.co/QU6q1dZYV2
hellsaddict|@skinny_mini11 that was so interesting haha. i hope your research goes well!! https://t.co/1uBitQkczd
hellsaddict|@ednoskitten THANK YOU FOR THIS. ME TOOOOO
hellsaddict|@AnaNoworLater You’re right tbh
hellsaddict|@ohchaoticmind I love you
hellsaddict|I hate waking up more exhausted than before I went to bed
hellsaddict|i had the most vivid dream ever holy fuck I’m shook
hellsaddict|"Oh shit I smoked too much &amp; she probably smells
Just pray that she stays in bed or something lmao
Ya girl is dying"
hellsaddict|@lmlosingmyself I used to smoke w my bf &amp; I came home high one day. That’s how everyone pretty much found out lmao.… https://t.co/YQnxNHe4kL
hellsaddict|@lmlosingmyself I think I’m get a smoke buddy (you blow the smoke through &amp; it filters it - kinda like the dryer sh… https://t.co/LFYIgXh3yo
hellsaddict|@lmlosingmyself Oooooo. I think I’m gonna get some curtains bc that would be super helpful too. I wish my family wa… https://t.co/GWtiWxEA14
hellsaddict|@lmlosingmyself I used to blow the smoke through dryer sheets &amp; I haven’t changed them in a while so I honest think… https://t.co/ZCDvMdnluf
hellsaddict|I JUST WANNA GET HIGH BUT IF ROOM SMELLS THEN IM DEAD SO WJAT DO I DO??
hellsaddict|@AnaNoworLater hopefully someday they’ll stop. i mean I try to change them, but i’m at the point where i don’t see a point
hellsaddict|i wish i had friends to hang out with bc i really need a hug rn tbh
hellsaddict|@AnaNoworLater I was honestly more confused than pissed off. My mind just races to every bad thought &amp; I wish I did… https://t.co/5epySpDtWg
hellsaddict|I never talked to her, but I’m heartbroken. RIP, angel 🧡😭 @waiting_to__die
hellsaddict|when i lift my arms, do my ribs show? yeah. but that shouldn’t be a fucking reason for me to get down?? i was actua… https://t.co/d37pBeylYX
hellsaddict|"my sis wanted to go to the park &amp; i wore a crop sweater thing
i was on monkey bars &amp; some kids walked near me &amp; my… https://t.co/leF3yNZ2pr"
hellsaddict|my sister made me avacado toast to eat &amp; i honestly feel so guilty i wanna c**
hellsaddict|@xMyaMayhem i'm sorry love. stay far as hell away from opoids
hellsaddict|@xMyaMayhem oxy &amp; percocet
hellsaddict|@xMyaMayhem normally when i come down from the high, i feel sleepy. but if i smoke a sativa, my high isn't like tir… https://t.co/gRUGy8oUMK
hellsaddict|she said she doesn't smell it all the time, but holy fuck. how the fuck do you explain why your room smells like pot???
hellsaddict|if i can't get high on weed then i'll start getting high on pills again &amp; i'd rather not get addicted again
hellsaddict|my sister just came out of the bathroom &amp; was like do you smoke in your room? it smells like weed &amp; i you say you d… https://t.co/GxN4JNEaVh
hellsaddict|can my family just leave me alone so i can get high thx
hellsaddict|@daughterofbones i hope so. i honestly just wanna get away from her bc sometimes she’s so toxic for me
hellsaddict|remind me to never tell my mom anything ever again
hellsaddict|@zackaryJmiller as much as I wanna believe you, i know it won’t. i told her everything I’ve been going through &amp; she’s still insensitive
hellsaddict|if my mom doesn’t leave me alone i’m gonna relapse
hellsaddict|my mom triggered the absolute hell out of me &amp; idk what to do bc i can’t do this rn. i can’t fucking do this rn
hellsaddict|PLEASE HAVE A WONDERFUL DAY &amp; TRY TO BE KIND TO YOURSELF. YOU DESERVE IT BBY 🧡🧡 https://t.co/OyBycaCCam
hellsaddict|i can’t wait until i move out of this fucking hell hole so i can just kill myself
hellsaddict|I CLEANED YOUR HOUSE 2 TIMES THIS WEEK, I WASH DISHES 4 TIMES A DAY (not exaggerating), &amp; I TAKE CARE OF YOUR OTHER… https://t.co/w1k3M3G0MV
hellsaddict|"i told her that she should give me $10 for cleaning the house &amp; doing everything SHE was supposed to do this week
b… https://t.co/XEMdmGVpe4"
hellsaddict|"my mom was like “why are you so angry??”
MAYBE ITS BC I’M TRAPPED IN MY HEAD &amp; I CANT GET ANY NICOTINE EVEN THO YOU HAVE A SHIT TON OF MONEY"
hellsaddict|@bulimiabxtch i’m thinking about getting a tattoo for her too!! stay strong love. i miss her too :(
hellsaddict|"she asked me why i sleep all day &amp; i told her it was bc i’d rather be invisible &amp; she told me to stop
today is NOT the day to fuck with me"
hellsaddict|I ran out of juice for my vape last night &amp; my mom told me that she isn’t gonna buy some for me after all &amp; I WANNA DIE
hellsaddict|Hm
hellsaddict|should i take some more him
hellsaddict|i’m high as shit rn, but i’m so exhausted from the melatonin, i don’t even care that my sister came in &amp; looked at me weird
hellsaddict|not in that way by sam smith is the mooood
hellsaddict|i honestly wonder if my ex looks at my tweets lmao
hellsaddict|HAPPY BIRTHDAY MY LOVE 🧡🎉🌹@HerSkinnyDiary
hellsaddict|@AnaNoworLater i have to pick one off of a list she’s offering &amp; i’m in love with this silhouette of a woman. I’ll send it to you lmao
hellsaddict|@AnaNoworLater there’s an apprentice at my favorite shop who’s offering small ones
hellsaddict|@lmlosingmyself i'm here if you need anything, please be safe!! x
hellsaddict|yes yes yes yES YES https://t.co/uCwY79E4dR
hellsaddict|i don't have bpd, but this so true https://t.co/U0KuSe5p5R
hellsaddict|@crvckwhvre that sound so fun omfg. i'm so proud of you love x
hellsaddict|"@daughterofbones my mom was like ""where did all my pop tarts go?? i thought you didn't like them??""
i higkey love t… https://t.co/Wc3kHQauIu"
hellsaddict|"he's such a fucking idiot. how do you not know the words
&amp; ofc he's gonna say he was listening to them sing or some… https://t.co/HxcL06wzWG"
hellsaddict|i'm honestly so obsessed with peanut butter poptarts, but they're so high calorie i wanna kms
hellsaddict|"my mom is sitting on the couch while i’m in my room smoking a bowl
the irony"
hellsaddict|do i wanna smoke &amp; write a song, or do i wanna drown in my depression? hm
hellsaddict|i’m getting a free tattoo soon &amp; i might die bc i’m so excited askjiity
hellsaddict|@himynameisana_ i keep my DMs open so if people need support, they can reach out. i’m not v good at responding… https://t.co/rDlnt7rlw8
hellsaddict|@himynameisana_ i feel so bad when i unfollow people, even if they’re inactive. but i’m honestly the same way!! som… https://t.co/YraSGvP1IJ
hellsaddict|@odetothin hahahahaha. it’s so weird how our own accents are normal, ya know? i’ve only heard british, australian,… https://t.co/HyMmTTiSzX
hellsaddict|the one on the right is my least fave bc it’s a lil tricky in my opinion. but the support group feature is nice
hellsaddict|&amp; i’m forcing myself to stay awake bc i’m baked as fuck
hellsaddict|i just got so fucking baked, but i’m hungry &amp; i don’t have enough power to eat anything rn
hellsaddict|@odetothin That’s so interesting wow. That’s what I thought, but that’s so rad. Do you think American accents are c… https://t.co/kNlehKum5q
hellsaddict|@xMyaMayhem Oooo I was honestly thinking about doing that bc it’s way better than wrappers &amp; clothes 😂😩 I’m so gross ew
hellsaddict|"does anybody sleep with garbage &amp; clothes on the other side of their bed?
call me a slob or whatever
but srsly, i t… https://t.co/7GWiRqYSjG"
hellsaddict|like when you read, you hear a voice thing {okay am i the only one??}. is the “voice” in your accent??
hellsaddict|"i’m high as shit &amp; i’m just wondering
does people who don’t have an american accent, think in their accent?? 
{did… https://t.co/pSyzpAaJ2n"
hellsaddict|my high ass cried https://t.co/vEXqAQY2DB
hellsaddict|oh no i just had a flashback ugh ffs
hellsaddict|"my ex &amp; i used to fuck in parking lots at one point bc we lived w my mom lmao
one time his aunt came home right whe… https://t.co/YG4TEmrs6Q"
hellsaddict|"i’ve been brushing my teeth praying that it’ll stop my hunger??
why do i even think that’ll work"
hellsaddict|idk if i should be ashamed or proud that i can manipulate my own fucking family &amp; therapist
hellsaddict|if anybody in my family comments on my eating from here on out, i’m done
hellsaddict|i don’t think i’m gonna eat anymore
hellsaddict|i asked my sister if i should make mashed potatoes &amp; she started criticizing me for eating them 🙃
hellsaddict|my therapist asked me why i relapsed &amp; i told him i felt worthless &amp; suicidal. he was like “it’s so interesting bc… https://t.co/CfkxFdYraE
hellsaddict|@autmnfstvl it’s so bizarre lmao
hellsaddict|@autmnfstvl i’m like that with food it’s horrible. i HATE onions, but sometimes i like them!? why am i like this
hellsaddict|@SickLittleDoll you’re a queen!!
hellsaddict|@autmnfstvl me too!! sometimes i want some but then i put it in my mouth &amp; i gag 😂😂😩
hellsaddict|@voicelessouI you’re an angel
hellsaddict|@autmnfstvl thank you love. hopefully i can see it one day 🧡🧡
hellsaddict|@MySuicideSecret thank you!! it was on sale &amp; i was like omfg I NEED
hellsaddict|@autmnfstvl i don’t even like oatmeal so I was like “ew”. it’s not a plan specifically for me, but he encouraged me to at leas try it
hellsaddict|everybody thinks i’m always so happy bc i’m always smiling around people, but they have NO idea the hell i go through
hellsaddict|@SickLittleDoll we stan a bisexual queen. happy pride month my love!!! this is the first month since i told my family &amp; i’m SO pumped 🧡🌈
hellsaddict|"told my therapist about the relapse. he was disappointed, but he told me it’s okay.
he gave me a mood log so hopefu… https://t.co/uWYNU7YC43"
hellsaddict|MY THERAPIST SAID THE SAME THING!! he was like “we gotta work on your moods bc you deserve to be as happy as you look on the outside”
hellsaddict|i went up to the receptionist &amp; she was like “i love when you come in bc you’re always so happy!! don’t stop being awesome, a!” 😭😭😭🧡
hellsaddict|@RibcageDiary_ you’re 100% right. i don’t wanna lie anymore. i did it all my life &amp; it only made it worse in the en… https://t.co/VUyi3H0Bt0
hellsaddict|@wavesofdoubt i told myself that when i started therapy, i couldn’t lie. i wasn’t gonna give myself the option bc i… https://t.co/udIsaM7xN7
hellsaddict|@RibcageDiary_ i kept telling him that i was working through my urges &amp; i was “doing better”. at the time it wasn’t… https://t.co/oW4U3RIxem
hellsaddict|@wavesofdoubt i hope so. i just don’t know what i’m gonna say when he asks why i relapsed. i know it was bc i was s… https://t.co/vryCZWRJ9M
hellsaddict|"do i wanna tell my therapist about my relapse??
i was over 160 days clean from sh &amp; he was so proud"
hellsaddict|@lunaa_sea does he have a brother
hellsaddict|this is so important https://t.co/WSNZz62rU8
hellsaddict|i don’t wanna keep doing this anymore
hellsaddict|@deadh0ney just do the best you can love. i’m here if you need anybody to talk to 🧡
hellsaddict|@deadh0ney please be safe xx
hellsaddict|me at therapy today i stg https://t.co/fhitVJBDEi
hellsaddict|@autmnfstvl i hope you can see how lovely you are, one day. i love you more than the moon loves the stars (i was tr… https://t.co/toHypnFVs0
hellsaddict|i have therapy in like 2 hours &amp; i feel so sick i just wanna stay home. not to mention, i think my mom wants to go… https://t.co/7oY4xXfa1q
hellsaddict|@autmnfstvl you aren’t pointless love xx
hellsaddict|my sis didn’t take no for an answer last night when I didn’t wanna eat my chicken &amp; salad. she fed me the WHOLE thi… https://t.co/XMQPqerQfp
hellsaddict|it’s my mom’s birthday today &amp; i can’t even be happy for it
hellsaddict|@daughterofbones i’m the same way. i have days where i wanna get better, but on the days i don’t wanna get better,… https://t.co/tud0Ele5F2
hellsaddict|@daughterofbones I think it’s normally caused by anxiety, but I could be completely wrong. That’s so scary, I’m so… https://t.co/5F1eFlA6Fh
hellsaddict|i wanna get a tattoo that has to do with the song creep by radiohead. one of my favorite songs of all time
hellsaddict|i wanna die lmao
hellsaddict|@autmnfstvl thank you love 😭
hellsaddict|someone be proud of me bc i’m sweeping the floors, vacuuming &amp; actually cleaning more than just dishes 😅😅
hellsaddict|@voicelessouI literallyyyy. it’s a lil light outside damn it
hellsaddict|eating makes me feel so invalid
hellsaddict|@MySuicideSecret Are you safe now omfg
hellsaddict|Hey. My name is Alice and I'm 28 years old. I'm looking for a good lover! Do you mind getting to know me? Sign up h… https://t.co/kkJYJtekjL
hellsaddict|@xMyaMayhem I can’t either!! I wish I drew more bc I enjoy it, but I can never figure out what to draw 😂😭😭😭
hellsaddict|I think I’m gonna buy some shading pencils for my sketchbook tomorrow hmmm
hellsaddict|"gonna clean my kitchen so i can distract myself
i can’t use. i can’t use. i can’t use."
hellsaddict|"i hate when i’m moody/depressed &amp; people just assume i’m on my period
i don’t get emotional only on my period thank… https://t.co/AJUCsxL2u0"
hellsaddict|@ohchaoticmind My depression gets SO BAD before my period too. It’s honestly so horrible &amp; I wish it didn’t happen.… https://t.co/UkZDvGTQZc
hellsaddict|@autmnfstvl don’t fall down the escalators
hellsaddict|@destinationperf thank you sm ❤️ xx
hellsaddict|@suicidaldarlin thank you! xx
hellsaddict|@nxvxy thank you so much xx
hellsaddict|@autmnfstvl Please be safe love
hellsaddict|I’m so high &amp; I have to get in the shower pls kill me
hellsaddict|@autmnfstvl Have fun bby
hellsaddict|it’s been about a week &amp; just an update: i have a therapy appt in 2 days &amp; i’m still deciding if i’m comfortable wi… https://t.co/J1liblFohc
hellsaddict|"update: i have to leave in 10mins &amp; i’m fucking crying
why am i fucking crying????"
hellsaddict|i woke up less than 30 mins ago &amp; i already wanna *** lmao i hate myself
hellsaddict|@I_AmStruggling I’M SO FUCKING SERIOUS TOO. I’M SO PROUD I MIGHT CRY https://t.co/EjUP6OJwQx
hellsaddict|@I_AmStruggling YES I AM PROUD
hellsaddict|i keep complaining about being stuck in this hole, but i’m the one who dug it
hellsaddict|i’m gonna try to not smoke or drink tomorrow, so pray for my stupid ass
hellsaddict|&amp; if i can’t heal myself, then i’m fucked
hellsaddict|if i let someone else heal me, i never will
hellsaddict|@An_hates_me i haven’t been that high in so long omfg 😂😅😅😅
hellsaddict|i ate so much i wanna *****
hellsaddict|This is so important. I needed this https://t.co/FHmeGJDr3n
hellsaddict|@HerSkinnyDiary i’m so sorry love
hellsaddict|"“i feel like i’m getting so fat &amp; i feel like people are judging me for eating this much”

*continues to eat from guilt*"
hellsaddict|@oversizedthighs i’ve never related to a tweet more in my life
hellsaddict|big fucking mood https://t.co/kGfEz2nziG
hellsaddict|ALSO HAPPY PRIDE MONTH TO ALL MY LGBTQ+ LOVELIES ❤️🌈👅😌
hellsaddict|@autmnfstvl exactly. i have so many question that will never be answered &amp; i have so much i wish i could say. i jus… https://t.co/GFy56wEU8Y
hellsaddict|@autmnfstvl i wish i could talk to her again 😭
hellsaddict|i really miss phedon :(
hellsaddict|@crvckwhvre i need an update omfg
hellsaddict|@crvckwhvre obviously that doesn’t make it any easier &amp; having a mental illness on top of it is hell. i hope i didn… https://t.co/HlAW0Mpa4P
hellsaddict|"@crvckwhvre please don’t take this tweet the wrong way 😂😭
when I was in treatment, I was talking to this lady about… https://t.co/8E4K3uO7fZ"
hellsaddict|@HerSkinnyDiary My mom was born in pride month!! I’m glad you are too ❤️❤️
